"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-06-07,"daily_cases","lower_95",322
"Indiana","linear_increase_sd","Past",2020-06-07,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-06-07,"daily_hosps","lower_95",36
"Indiana","linear_increase_sd","Past",2020-06-08,"daily_all_infections","lower_95",982
"Indiana","linear_increase_sd","Past",2020-06-08,"daily_cases","lower_95",342
"Indiana","linear_increase_sd","Past",2020-06-08,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-06-08,"daily_hosps","lower_95",38
"Indiana","linear_increase_sd","Past",2020-06-09,"daily_all_infections","lower_95",1119
"Indiana","linear_increase_sd","Past",2020-06-09,"daily_cases","lower_95",370
"Indiana","linear_increase_sd","Past",2020-06-09,"daily_deaths","lower_95",15
"Indiana","linear_increase_sd","Past",2020-06-09,"daily_hosps","lower_95",37
"Indiana","linear_increase_sd","Past",2020-06-10,"daily_all_infections","lower_95",994
"Indiana","linear_increase_sd","Past",2020-06-10,"daily_cases","lower_95",368
"Indiana","linear_increase_sd","Past",2020-06-10,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-06-10,"daily_hosps","lower_95",37
"Indiana","linear_increase_sd","Past",2020-06-11,"daily_all_infections","lower_95",914
"Indiana","linear_increase_sd","Past",2020-06-11,"daily_cases","lower_95",341
"Indiana","linear_increase_sd","Past",2020-06-11,"daily_deaths","lower_95",15
"Indiana","linear_increase_sd","Past",2020-06-11,"daily_hosps","lower_95",39
"Indiana","linear_increase_sd","Past",2020-06-12,"daily_all_infections","lower_95",1901
"Indiana","linear_increase_sd","Past",2020-06-12,"daily_cases","lower_95",376
"Indiana","linear_increase_sd","Past",2020-06-12,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-06-12,"daily_hosps","lower_95",38
"Indiana","linear_increase_sd","Past",2020-06-13,"daily_all_infections","lower_95",1192
"Indiana","linear_increase_sd","Past",2020-06-13,"daily_cases","lower_95",369
"Indiana","linear_increase_sd","Past",2020-06-13,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-06-13,"daily_hosps","lower_95",41
"Indiana","linear_increase_sd","Past",2020-06-14,"daily_all_infections","lower_95",1516
"Indiana","linear_increase_sd","Past",2020-06-14,"daily_cases","lower_95",374
"Indiana","linear_increase_sd","Past",2020-06-14,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-06-14,"daily_hosps","lower_95",40
"Indiana","linear_increase_sd","Past",2020-06-15,"daily_all_infections","lower_95",1390
"Indiana","linear_increase_sd","Past",2020-06-15,"daily_cases","lower_95",305
"Indiana","linear_increase_sd","Past",2020-06-15,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-06-15,"daily_hosps","lower_95",40
"Indiana","linear_increase_sd","Future",2020-06-16,"daily_all_infections","lower_95",0
"Indiana","linear_increase_sd","Future",2020-06-16,"daily_cases","lower_95",74
"Indiana","linear_increase_sd","Future",2020-06-16,"daily_deaths","lower_95",8
"Indiana","linear_increase_sd","Future",2020-06-16,"daily_hosps","lower_95",50
"Indiana","linear_increase_sd","Future",2020-06-17,"daily_all_infections","lower_95",59
"Indiana","linear_increase_sd","Future",2020-06-17,"daily_cases","lower_95",62
"Indiana","linear_increase_sd","Future",2020-06-17,"daily_deaths","lower_95",12
"Indiana","linear_increase_sd","Future",2020-06-17,"daily_hosps","lower_95",51
"Indiana","linear_increase_sd","Future",2020-06-18,"daily_all_infections","lower_95",63
"Indiana","linear_increase_sd","Future",2020-06-18,"daily_cases","lower_95",39
"Indiana","linear_increase_sd","Future",2020-06-18,"daily_deaths","lower_95",7
"Indiana","linear_increase_sd","Future",2020-06-18,"daily_hosps","lower_95",43
"Indiana","linear_increase_sd","Future",2020-06-19,"daily_all_infections","lower_95",160
"Indiana","linear_increase_sd","Future",2020-06-19,"daily_cases","lower_95",23
